Address,City,County,Id,License,State,Structure Type,Latitude,Longitude,Structure
889 N. Business 78  (55915),Blue Ridge,COLLIN,30925,AT&T,TX,GTOWER,33.310333333,-96.403722222,59.4
1423 US HIGHWAY 377  (55383),PILOT POINT,DENTON,30926,AT&T,TX,LTOWER,33.354944444,-96.964722222,60.7
13769 FARM MARKET 1895 (15096),KEMP,KAUFMAN,30927,AT&T,TX,GTOWER,32.448638889,-96.211027778,94.8
7944 NORTH FARM MARKET 51  (55420),DECATUR,WISE,30928,AT&T,TX,GTOWER,33.36125,-97.421444444,92.7
8005 MINERAL WELLS HIGHWAY  (55433),WEATHERFORD,PARKER,30929,AT&T,TX,LTOWER,32.793472222,-97.961833333,61
162 PRIVATE ROAD 2694  (55436),ALVORD,WISE,30930,AT&T,TX,GTOWER,33.368805556,-97.678583333,92.7
6431 FARM MARKET 1836  (55447),KAUFMAN,KAUFMAN,30931,AT&T,TX,GTOWER,32.567111111,-96.224277778,80.5
1005 S KAUFMAN ST  (55452),ENNIS,ELLIS,30932,AT&T,TX,LTOWER,32.320111111,-96.619972222,52.1
333 CATTAIL TRAIL  (55456),MILLSAP,PARKER,30933,AT&T,TX,LTOWER,32.703583333,-97.98775,59.4
1501 Rock Church  (8427),Tolar,HOOD,30934,AT&T,TX,MTOWER,32.361972222,-97.9325,57.6
488 COUNTY ROAD 4228  (8451),MILFORD,ELLIS,30935,AT&T,TX,LTOWER,32.213555556,-97.0215,56.1
11000 Old Agnes Road  (55397),SPRINGTOWN,PARKER,30936,AT&T,TX,GTOWER,32.976416667,-97.788027778,102.1
125 CR 146,GAINESVILLE,COOKE,31074,Verizon,TX,TOWER,33.630666667,-97.083916667,93.2
250 YDS S OF HWY 59 & 6.5 MI W,SAINT JO,MONTAGUE,31075,Verizon,TX,TOWER,33.670666667,-97.621694444,128
415 Madison,Strawn,PALO PINTO,31076,Verizon,TX,TOWER,32.545666667,-98.494472222,121.9
COUNTY ROAD 423,MUENSTER,COOKE,31077,Verizon,TX,TOWER,33.660722222,-97.351305556,85.9
1/2 MILE E,Belcherville,MONTAGUE,31078,Verizon,TX,TOWER,33.790833333,-97.816666667,93.2
2145 Park Road (Possum Kingdom 130000525),Graford,PALO PINTO,31079,Verizon,TX,TOWER,32.881222222,-98.477805556,36.6
420 FM Route 4,SANTO,PALO PINTO,31080,Verizon,TX,TOWER,32.584861111,-98.195027778,95.1
"In Mineral Well, Texas",Mineral Wells,PALO PINTO,31081,Verizon,TX,TOWER,32.811027778,-98.103583333,84.4
RT 4 BOX 119 (Bowie Site),Bowie,MONTAGUE,31082,Verizon,TX,TOWER,33.551,-97.831166667,96.6
Ringgold Site HIGHWAY 81 AND 82,RINGGOLD,MONTAGUE,31083,Verizon,TX,TOWER,33.814527778,-97.935305556,49.3
601 HWY 4 1 MI S HWY 180,PALO PINTO,PALO PINTO,31084,Verizon,TX,TOWER,32.760277778,-98.303694444,84.7
2.3 MILES SOUTHWEST OF COURTHOUSE,Jacksboro,JACK,31085,Verizon,TX,TOWER,33.201416667,-98.186194444,139.6
6850 HWY 380 East (Hwy 380/E Jacksboro site),Jacksboro,JACK,31086,Verizon,TX,TOWER,33.185666667,-98.025277778,62.7
6952 N. I35  (Graves site),Gainesville,COOKE,31088,Verizon,TX,TOWER,33.719805556,-97.161777778,60.6
508 S PECAN CREEK TRAIL  (Valley View #9253),VALLEY VIEW,COOKE,31091,Verizon,TX,TOWER,33.477361111,-97.157944444,78.6
7570 US Hwy 380 West,Jacksboro,JACK,31092,Verizon,TX,GTOWER,33.177055556,-98.291027778,92.1
3126 HAMMON ROAD (8512),Wichita Falls,WICHITA,31239,AT&T,TX,GTOWER,33.878194444,-98.447527778,90.5
2959 Boot Tims Road (8456),Bellevue,CLAY,31240,AT&T,TX,LTOWER,33.536222222,-98.188666667,60.4
3601 SEYMOUR (35534),WICHITA FALLS,WICHITA,31241,AT&T,TX,LTOWER,33.900277778,-98.538527778,73.2
910 Dana Street (8506),Burkburnett,WICHITA,31243,AT&T,TX,MTOWER,34.076777778,-98.559138889,34.1
110 WELLS ROAD (8507),Bellevue,CLAY,31244,AT&T,TX,LTOWER,33.688027778,-98.051972222,61
2517 HIGHWAY 79 SOUTH (8509),WICHITA FALLS,WICHITA,31245,AT&T,TX,LTOWER,33.837833333,-98.514916667,47.9
Old Burkburnett Road (8510),Electra,WICHITA,31246,AT&T,TX,LTOWER,34.019305556,-98.927555556,58.2
3552 NORTH 1288 (50364),Henrietta,CLAY,31247,AT&T,TX,GTOWER,33.806583333,-98.206277778,103
15245 State Highway 79 (107326),PETROLIA,CLAY,31248,AT&T,TX,GTOWER,34.025194444,-98.222833333,97.5
5909 FM 2345 (107366),Electra,WICHITA,31249,AT&T,TX,LTOWER,34.057527778,-98.765027778,79.2
Old Burkburnett Road (8510),Electra,WICHITA,31257,AT&T,TX,LTOWER,34.019305556,-98.927555556,58.2
3552 NORTH 1288 (50364),Henrietta,CLAY,31258,AT&T,TX,GTOWER,33.806583333,-98.206277778,103
15245 State Highway 79 (107326),PETROLIA,CLAY,31259,AT&T,TX,GTOWER,34.025194444,-98.222833333,97.5
5909 FM 2345 (107366),Electra,WICHITA,31260,AT&T,TX,LTOWER,34.057527778,-98.765027778,79.2
201 NORTH GATE STREET (56021),DEVERS,LIBERTY,31309,AT&T,TX,GTOWER,30.030833333,-94.591944444,98.4
700 EAST TEXAS AVENUE (56037),BAYTOWN,HARRIS,31310,AT&T,TX,MTOWER,29.73,-94.960444444,55.5
HIGHWAY 146 (56336),MOSS HILL,LIBERTY,31311,AT&T,TX,GTOWER,30.320083333,-94.749638889,124
14131 HIGHWAY 59 LOOP (56234),KENDLETON,FORT BEND,31312,AT&T,TX,LTOWER,29.440388889,-96.010138889,74.1
5527 FM 359 (123686),Brookshire,WALLER,31313,AT&T,TX,LTOWER,29.849944444,-95.996944444,80.8
122 Dolphin Avenue (103245),Surfside,BRAZORIA,31314,AT&T,TX,LTOWER,28.954916667,-95.291083333,53.6
5255 OLD HIGHWAY 146 (16099),SEABROOK,HARRIS,31315,AT&T,TX,LTOWER,29.596666667,-95.024583333,40.5
3702 MUSTANG ROAD (130900),ALVIN,BRAZORIA,31316,AT&T,TX,MTOWER,29.385222222,-95.235722222,44.2
7903 COUNTY ROAD 203 (56340),AMSTERDAM,BRAZORIA,31317,AT&T,TX,GTOWER,29.241083333,-95.241416667,91.4
980 PORT RD (56123),Freeport,BRAZORIA,31318,AT&T,TX,MTOWER,28.941722222,-95.339305556,37.8
1120 N Stuart Road,MISSION,HIDALGO,31717,Verizon,TX,TOWER,26.222305556,-98.296416667,45.1
(McCook site) Rt 13 Box 196 A,MISSION,HIDALGO,31718,Verizon,TX,TOWER,26.421666667,-98.404444444,69.8
"1.2 miles N of SR-1925, 0.95 mile W of US-281, 3.0 miles N of",Edinburg,HIDALGO,31719,Verizon,TX,TOWER,26.354527778,-98.162777778,120.7
FM 107 & Skinner Road,La Blanca,HIDALGO,31720,Verizon,TX,TOWER,26.297,-98.057333333,120.7
(Citrus City site) 6551 N. Abram Rd,Mission,HIDALGO,31721,Verizon,TX,TOWER,26.303166667,-98.387388889,90.8
(Ed Couch site)Northeast Corner of Mile 4 West and Mile 16 N,Hidalgo,HIDALGO,31723,Verizon,TX,TOWER,26.288833333,-97.976583333,93.9
(International site) 0.04 miles W of State Route 1015 & 0.51 miles S of US Route,Weslaco,HIDALGO,31724,Verizon,TX,TOWER,26.145972222,-97.958722222,50.6
(Mercedes East) 2177 E Business 83,LAFERIA,HIDALGO,31725,Verizon,TX,TOWER,26.150555556,-97.876111111,45.4
W BORDEN ST AND S VINEYARD ST (64214),SINTON,SAN PATRICIO,31821,AT&T,TX,LTOWER,28.035555556,-97.508972222,45.4
13402-B WHITECAP BOULEVARD,CORPUS CHRISTI,NUECES,31822,AT&T,TX,LTOWER,27.60225,-97.249222222,25.6
COUNTY ROAD 85 (46169),Gregory,SAN PATRICIO,31823,AT&T,TX,LTOWER,27.937527778,-97.31,85.3
420 E COTTON AVE,PORT ARANSAS,NUECES,31824,AT&T,TX,MTOWER,27.836916667,-97.057111111,48.7
"FM2058, 3 mi S of Hwy 490 (64228)",Mathis,SAN PATRICIO,31825,AT&T,TX,LTOWER,28.082444444,-97.834055556,57.9
10128 FM 796 (64213),SINTON,SAN PATRICIO,31826,AT&T,TX,GTOWER,28.091583333,-97.668027778,141.1
FARM MARKET 631 3 MILES SOUTHEAST OF TAFT (64218),TAFT,SAN PATRICIO,31827,AT&T,TX,LTOWER,28.028888889,-97.371944444,58.8
COUNTY ROADS 6 AND 51 (64231),CHAPMAN RANCH,NUECES,31828,AT&T,TX,LTOWER,27.571916667,-97.509833333,60.4
10356 HIGHWAY 359 (43204),Mathis,SAN PATRICIO,31829,AT&T,TX,LTOWER,28.110027778,-97.81275,68.6
FM 624 NORTH SIDE 1/4 EAST OF FM 666,BLUNTZER,NUECES,31830,AT&T,TX,LTOWER,27.897944444,-97.771416667,59.4
15815 South Padre Island Drive     CP54XC328,Corpus Christi,NUECES,31831,AT&T,TX,MTOWER,27.587583333,-97.224916667,39.6
460 Abazola Ave.,Taft,SAN PATRICIO,31832,AT&T,TX,LTOWER,27.975083333,-97.407055556,60.7
2017 DAVIDSON ROAD,CORPUS CHRISTI,NUECES,31833,AT&T,TX,MTOWER,27.660166667,-97.307972222,38.1
8029 IH 37,MATHIS,SAN PATRICIO,31834,AT&T,TX,GTOWER,28.029361111,-97.739861111,85.3
YOUNG DRIVE FARM MARKET 1038,Kingsville,KLEBERG,31835,AT&T,TX,LTOWER,27.542444444,-97.862888889,48.8
6743 HIGHWAY 35 NORTH (78196),Rockport,ARANSAS,31858,AT&T,TX,LTOWER,28.167694444,-96.998722222,59.1
808 East Commons St.  (88386),REFUGIO,REFUGIO,31859,AT&T,TX,GTOWER,28.308444444,-97.284388889,112.8
8745 State Hwy 97 West (98727),Floresville,WILSON,31860,AT&T,TX,LTOWER,29.054972222,-98.278666667,79.2
2524 JONES ROAD (46184),BEEVILLE,BEE,31861,AT&T,TX,GTOWER,28.433055556,-97.745555556,126.5
11711 COUNTY ROAD 117 (46218),BEEVILLE,BEE,31862,AT&T,TX,GTOWER,28.648888889,-97.844722222,111
FLORESVILLE II (78186),FLORESVILLE,WILSON,31863,AT&T,TX,GTOWER,29.220472222,-98.232444444,126.2
245 COUNTY ROAD 403 (78199),Karnes City,ATASCOSA,31864,AT&T,TX,GTOWER,28.803916667,-98.139222222,107.9
14175 HWY 72 (78200),PAWNEE,BEE,31865,AT&T,TX,GTOWER,28.651805556,-98.006666667,93.3
7356 STATE HWY 119 (78202),Gillett,KARNES,31866,AT&T,TX,GTOWER,29.102222222,-97.717027778,99.7
1706 COUNTY ROAD 416 (78203),BEEVILLE,BEE,31867,AT&T,TX,GTOWER,28.480527778,-97.599861111,94.2
1 mi NE of Hwy 181 on Sims Rd (46206),Skidmore,BEE,31868,AT&T,TX,LTOWER,28.222055556,-97.672138889,89.9
100 E. Ireland Rd. (46219),Aransas Pass,SAN PATRICIO,31869,AT&T,TX,MTOWER,27.909333333,-97.140833333,56.7
1520 OMOHUNDRO STREET,ROCKPORT,ARANSAS,31877,AT&T,TX,MTOWER,28.039388889,-97.043444444,33.2
209 NORTH YOAKUM STREET,RUNGE,KARNES,31878,AT&T,TX,GTOWER,28.880333333,-97.720861111,126.5
82 FM 3432,La Vernia,WILSON,31879,AT&T,TX,LTOWER,29.304,-98.172361111,97.2
Thorn Drive Site THORN AVE,EL PASO,EL PASO,19327,Verizon,TX,TOWER,31.850944444,-106.569972222,91.1
1500 N Resler Drive,El Paso,EL PASO,19322,Verizon,TX,TOWER,31.879611111,-106.567361111,39.3
ELP Rogas Site 13783 Guerrero Drive,El Paso,EL PASO,19320,Verizon,TX,TOWER,31.724111111,-106.207861111,30.5
Thorn Drive Site THORN AVE,EL PASO,EL PASO,19299,Verizon,TX,TOWER,31.850944444,-106.569972222,91.1
(Marathon) 24416 US Hwy 90,Marathon,BREWSTER,5920,Verizon,TX,GTOWER,30.204555556,-103.216055556,106.1
2.5 Mi. South of Pine Springs/ South of US 62,Pine Springs,CULBERSON,5919,Verizon,TX,TOWER,31.856777778,-104.826888889,37
"ATOP SHEEP PEAK MOUNTAIN, 11.2 MILES NNW OF",VAN HORN,HUDSPETH,5913,Verizon,TX,TOWER,31.174027778,-104.946888889,17.1
"Eagle Mountain, 16.8 miles W of US-90 and 17.4 miles SW of",VAN HORN,HUDSPETH,5912,Verizon,TX,TOWER,30.920527778,-105.085444444,15.2
(Stamford) 0.10 miles North of US Route 277 & 0.15 miles East of State Route 28,Stamford,JONES,5746,Verizon,TX,TOWER,32.944944444,-99.815305556,71.6
(Hamlin Site) 0.85 miles N of intersection of SR 1875 & SR 92,Hamlin,JONES,5745,Verizon,TX,TOWER,32.910083333,-100.107527778,120.4
Hwy 36  (Cottonwood / Hwy 36 #272433),COTTON WOOD,CALLAHAN,5744,Verizon,TX,TOWER,32.186083333,-99.295111111,104.5
12308 CR-324 (Putnam #76531),Putnam,CALLAHAN,5743,Verizon,TX,TOWER,32.377944444,-99.176777778,101.5
0.15 miles N of US Route 83/277 & 1.02 miles NNW of State Route 1226,Hawley,JONES,5742,Verizon,TX,TOWER,32.622861111,-99.826472222,90.2
3/4 MLS NW CHALK PEAK MOUNTAIN,TRENT,TAYLOR,5741,Verizon,TX,TOWER,32.405277778,-100.138055556,143.3
20 MI S OF ABILENE CITY LIMIT SIGN W SIDE OF RD,Abilene,TAYLOR,5740,Verizon,TX,TOWER,32.2125,-100.055277778,158.2
COUNTY RD 2746 1 MI SW,Anson,JONES,5739,Verizon,TX,TOWER,32.728055556,-99.9225,67.1
3.3 miles W of US Route 283 & 2.15 miles S of State Route 18,Baird,CALLAHAN,5738,Verizon,TX,TOWER,32.356361111,-99.435361111,117.6
HWY 84 11 MI S,ABILENE,TAYLOR,5737,Verizon,TX,TOWER,32.285,-99.74,165.5
South side of 16th Street,Odessa,ECTOR,5712,Verizon,TX,TOWER,31.848166667,-102.402166667,31.7
34475 State Highway 87 South,Buna,NEWTON,17628,Verizon,TX,LTOWER,30.390083333,-93.798083333,70.1
(Evandale) 151 FM 105 (TX21079-A),Evadale,JASPER,17627,Verizon,TX,GTOWER,30.35725,-94.067888889,101.2
Call Site 812 FM 1013,Call,JASPER,17626,Verizon,TX,TOWER,30.623,-93.878027778,64
(SEGNO site) 2087 FM 2798,Livingston,POLK,17625,Verizon,TX,TOWER,30.550361111,-94.683388889,88.3
Newton Site Perego Road,Newton,NEWTON,17624,Verizon,TX,TOWER,30.836138889,-93.747138889,152.4
(Robertson site) 10988 State Hwy 62,Buna,JASPER,17623,Verizon,TX,TOWER,30.293611111,-93.912138889,58
(Shanklerville) 7625 State Hwy 87 North,Newton,NEWTON,17622,Verizon,TX,TOWER,30.926972222,-93.724777778,79.2
(Kennard) 130 State Highway 7 W,KENNARD,HOUSTON,17621,Verizon,TX,GTOWER,31.361027778,-95.193,151.8
(grapeland) 1/4 Mile South of Farm Road 227,GRAPELAND,HOUSTON,17620,Verizon,TX,GTOWER,31.496555556,-95.462166667,97.5
613 South Chestnut Street,LUFKIN,ANGELINA,17619,Verizon,TX,TOWER,31.32325,-94.789666667,152.1
FM 2854 1331 MONTGOMERY,CLEVELAND,LIBERTY,17616,Verizon,TX,TOWER,30.343,-95.1255,128
1.3 MILES WNW OF FM2978 & FM105 INTERSECTIONS ON SUMRALL ROAD,VOTAW,HARDIN,17615,Verizon,TX,TOWER,30.432694444,-94.693805556,132
2.43 Miles Northeast of the intersection of State Route 90 and State Route 30,Roan's Prairie,GRIMES,17613,Verizon,TX,TOWER,30.604083333,-95.909388889,152
1.4 Miles WSW from the intersection of State Routes 363 and 97; 0.9 Miles WSW of,Bleakwood,NEWTON,17612,Verizon,TX,TOWER,30.683527778,-93.842944444,152
(Jasper) 3 miles north of Jasper on Hwy 96 (90291),JASPER,JASPER,17611,Verizon,TX,GTOWER,30.977861111,-93.991666667,150.6
Docette Tower & Hwy 69,WOODVILLE,TYLER,17610,Verizon,TX,TOWER,30.81575,-94.431305556,140.2
"1,000 FT S OF INT OF WALKER ST & ELMORE DRIVE",NEW WAVERLY,WALKER,17609,Verizon,TX,TOWER,30.533805556,-95.4825,87.1
(Madisonville) 1101 E. Collard (004186),Madisonville,MADISON,17607,Verizon,TX,GTOWER,30.958777778,-95.906,147.8
1.6093 KM S,LIVINGSTON,NEWTON,17605,Verizon,TX,TOWER,30.694083333,-94.936888889,204.2
APPROXIMATELY 1900 FEET SSE OF INTERSECTION OF MILLER ROAD & HWY 90,NAVASOTA,GRIMES,17604,Verizon,TX,TOWER,30.39075,-96.073,148
Post Site 1536 County Road 165 (Post Relo site),POST,GARZA,33678,Verizon,TX,TOWER,33.195277778,-101.436055556,94.4
0.5 MILE N ON HWY 401,Childress,CHILDRESS,33679,Verizon,TX,TOWER,34.448611111,-100.206111111,128
0.5 MILE W OF US-83 IN,Aspermont,STONEWALL,33680,Verizon,TX,TOWER,33.143611111,-100.236666667,121.9
"ON US-82, 3 MI NE OF JCT US-82 & SR-222",Guthrie,KING,33683,Verizon,TX,TOWER,33.572777778,-100.039166667,102.7
1 sm S of Junction of SR70 and US-70/US62,Matador,MOTLEY,33684,Verizon,TX,TOWER,34.001944444,-100.8275,122.8
W EDGE OF TOWN,Paducah,COTTLE,33685,Verizon,TX,TOWER,34.007222222,-100.312222222,107.5
2.9 MILES SSE,FLOYDADA,FLOYD,33686,Verizon,TX,TOWER,34.038055556,-101.373055556,97.5
"3.0 miles N of SR-86, 4.1 miles NE of SR-207",Silverton,BRISCOE,33687,Verizon,TX,TOWER,34.523666667,-101.2585,128
"1.3 miles E of SR-208, 0.9 mile S of US-380",Clairemont,KENT,33689,Verizon,TX,TOWER,33.120916667,-100.797055556,84.1
ESTELLINE,ESTELLINE,CHILDRESS,33690,Verizon,TX,TOWER,34.532222222,-100.420694444,94.4
(Lockney DT site) 801 W. Washington,Lockney,FLOYD,33691,Verizon,TX,TOWER,34.125555556,-101.4495,90.2
1514 RANCH ROAD 5218-A (69987),LAREDO,WEBB,33744,AT&T,TX,GTOWER,28.101638889,-99.941166667,42.7
6288 STATE HIGHWAY 44 (130887),LAREDO,WEBB,33745,AT&T,TX,GTOWER,28.123277778,-99.751333333,126.5
HIGHWAY 83 (70007),LAREDO,WEBB,33746,AT&T,TX,MTOWER,27.455361111,-99.472666667,33.5
1003 ESTEJO MALINA B (70009),LAREDO,WEBB,33747,AT&T,TX,LTOWER,27.361722222,-99.4635,56.4
FARM MARKET 16 AND 649 (78154),HEBRONVILLE,JIM HOGG,33748,AT&T,TX,GTOWER,27.076694444,-98.88225,104.8
3700 WORMSER ROAD (46254),LAREDO,WEBB,33750,AT&T,TX,GTOWER,27.4545,-99.421361111,120.1
6288 STATE HWY 44 (133257),Encinal,WEBB,33751,AT&T,TX,GTOWER,28.006027778,-99.158972222,126.5
26849 FAITH RANCH ROAD (128864),Asherton,DIMMIT,33752,AT&T,TX,GTOWER,28.226805556,-99.927361111,123.8
28362 US 83 NORTH (69989),Laredo,WEBB,33753,AT&T,TX,GTOWER,28.109333333,-99.583138889,97.2
24187 IH-35 (69991),LAREDO,WEBB,33754,AT&T,TX,GTOWER,27.996305556,-99.367444444,96.3
16 SOUTHWEST JUNCTION ROUTE 359 AND 649 (70004),Laredo,WEBB,33755,AT&T,TX,GTOWER,27.355027778,-99.231444444,184.4
12895 FARM MARKET 2050 (70008),Laredo,WEBB,33756,AT&T,TX,GTOWER,27.769944444,-98.841444444,97.5
"SOUTH SIDE OF HIGHWAY 44,25 MI E OF NICHOLSON RANCH (70024)",LAREDO,WEBB,33757,AT&T,TX,LTOWER,27.948527778,-98.92675,58.5
53103 EAGLE PASS ROAD (69988),LAREDO,WEBB,33758,AT&T,TX,LTOWER,28.018388889,-99.887555556,58.5
1118 SANTO TOMAS STREET (70019),Laredo,WEBB,33759,AT&T,TX,LTOWER,27.717944444,-99.7185,85.3
975 SANTO NINO ROAD (70029),Bruni,WEBB,33760,AT&T,TX,GTOWER,27.546194444,-98.818777778,92.7
140 EAST EIGHTH STREET (70030),BRUNI,WEBB,33761,AT&T,TX,LTOWER,27.429305556,-98.836666667,56.1
7 MILES NORTHWEST OF LAREDO ON HIGHWAY 1472 (46245),LAREDO,WEBB,33762,AT&T,TX,LTOWER,27.641277778,-99.556361111,79.9
1514 RANCH ROAD 5218-A (69987),LAREDO,WEBB,33763,AT&T,TX,GTOWER,28.101638889,-99.941166667,42.7
6288 STATE HIGHWAY 44 (130887),LAREDO,WEBB,33764,AT&T,TX,GTOWER,28.123277778,-99.751333333,126.5
HIGHWAY 83 (70007),LAREDO,WEBB,33765,AT&T,TX,MTOWER,27.455361111,-99.472666667,33.5
1003 ESTEJO MALINA B (70009),LAREDO,WEBB,33766,AT&T,TX,LTOWER,27.361722222,-99.4635,56.4
FARM MARKET 16 AND 649 (78154),HEBRONVILLE,JIM HOGG,33767,AT&T,TX,GTOWER,27.076694444,-98.88225,104.8
3700 WORMSER ROAD (46254),LAREDO,WEBB,33769,AT&T,TX,GTOWER,27.4545,-99.421361111,120.1
6288 STATE HWY 44 (133257),Encinal,WEBB,33770,AT&T,TX,GTOWER,28.006027778,-99.158972222,126.5
26849 FAITH RANCH ROAD (128864),Asherton,DIMMIT,33771,AT&T,TX,GTOWER,28.226805556,-99.927361111,123.8
28362 US 83 NORTH (69989),Laredo,WEBB,33772,AT&T,TX,GTOWER,28.109333333,-99.583138889,97.2
24187 IH-35 (69991),LAREDO,WEBB,33773,AT&T,TX,GTOWER,27.996305556,-99.367444444,96.3
16 SOUTHWEST JUNCTION ROUTE 359 AND 649 (70004),Laredo,WEBB,33774,AT&T,TX,GTOWER,27.355027778,-99.231444444,184.4
4060 CR 7  (124070),Hereford,DEAF SMITH,34648,AT&T,TX,LTOWER,34.835805556,-102.343888889,44.8
1/2 Mi W of intersection of SR 405 & US Rt. 190,Oakhurst,SAN JACINTO,17603,Verizon,TX,TOWER,30.737972222,-95.3305,128
(Thorndale site) 2236 CR 434 LP,Milam,MILAM,5459,Verizon,TX,TOWER,30.647861111,-97.129,108.2
906 E. Holdiness Lane,Milano,MILAM,5458,Verizon,TX,TOWER,30.711833333,-96.852805556,92.9
(Riesel site) AU54XC352C,Riesel,MCLENNAN,5457,Verizon,TX,TOWER,31.469361111,-96.921111111,77.7
(Minerva site) 3144 CR 232,Rockdale,MILAM,5455,Verizon,TX,TOWER,30.762472222,-96.977638889,147.8
(Calvert site) Cooper Lane,Hearne,ROBERTSON,5454,Verizon,TX,TOWER,30.954555556,-96.658361111,80.8
(Bench site) 13578 St. Hwy 6,Hearne,ROBERTSON,5453,Verizon,TX,TOWER,30.747916667,-96.462861111,96
112 A Highway 171 (Coolidge site),Coolidge,LIMESTONE,5452,Verizon,TX,TOWER,31.7565,-96.648416667,78
(Easterly Site) 342 JJ Ranch Road,Franklin,ROBERTSON,5451,Verizon,TX,LTOWER,31.101,-96.39575,60.9
(Chilton site) AU54XC224A,Chilton,FALLS,5450,Verizon,TX,TOWER,31.296861111,-97.082361111,78.3
(Cameron site) 282 CR 203 LP,Cameron,MILAM,5442,Verizon,TX,TOWER,30.860055556,-97.005861111,93
856 US Hwy 385,Springlake,LAMB,34630,AT&T,TX,GTOWER,34.202777778,-102.30725,60.7
541 FM 298,Sudan,LAMB,34631,AT&T,TX,GTOWER,34.06425,-102.537638889,56.1
2792 US Hwy 385,Dimmitt,CASTRO,34632,AT&T,TX,GTOWER,34.348694444,-102.305305556,60.4
1995 FM 211,Meadow,TERRY,34633,AT&T,TX,GTOWER,33.326611111,-102.258472222,57.9
948 CR 121,Tokio,TERRY,34634,AT&T,TX,GTOWER,33.261083333,-102.576027778,57.6
1046 CR 650,Wellman,TERRY,34635,AT&T,TX,GTOWER,33.02125,-102.432166667,57.6
102 Hays Street,Whiteface,COCHRAN,34636,AT&T,TX,GTOWER,33.598416667,-102.609277778,57.6
2313 Kansas,Whitharral,HOCKLEY,34637,AT&T,TX,LTOWER,33.741083333,-102.325361111,55.5
2972 State Hwy 214,Plains,COCHRAN,34638,AT&T,TX,GTOWER,33.404638889,-102.819861111,97.5
600 W 15th St  (169634),FRIONA,PARMER,34639,AT&T,TX,LTOWER,34.644833333,-102.725361111,60.4
305 County Road 7  (169654),Kress,PARMER,34640,AT&T,TX,GTOWER,34.338888889,-102.922222222,107
1401 US Hwy 60  (169688),Bovina,PARMER,34641,AT&T,TX,GTOWER,34.573888889,-102.815555556,100
11612 CR 3200  (65290),IDALOU,LUBBOCK,34644,AT&T,TX,MTOWER,33.709833333,-101.699166667,35.4
4390 CR 18  (96299),Claude,ARMSTRONG,34645,AT&T,TX,GTOWER,34.942944444,-101.306805556,152.1
183 HIGHWAY 207  (115840),RALLS,CROSBY,34646,AT&T,TX,GTOWER,33.809888889,-101.386083333,151.2
1789 C.R. 13  (115872),Silverton,BRISCOE,34647,AT&T,TX,GTOWER,34.476972222,-101.311305556,106.1
1206 Texas Ave  (169594),Abernathy,HALE,34649,AT&T,TX,MTOWER,33.835611111,-101.838555556,47.6
6356 Tennessee Rd  (169598),ANTON,HOCKLEY,34650,AT&T,TX,GTOWER,33.822583333,-102.180861111,121
204 West Broadway  (169604),BROWNFIELD,TERRY,34651,AT&T,TX,LTOWER,33.177694444,-102.276722222,86.6
304 West 4th St. (169621),Denver City,YOAKUM,34652,AT&T,TX,LTOWER,32.968361111,-102.832166667,42.7
1838 FM 1914  (169644),HALE CENTER,HALE,34653,AT&T,TX,GTOWER,34.065638889,-101.777027778,73.2
1313 St Hwy 214  (169676),MORTON,COCHRAN,34654,AT&T,TX,GTOWER,33.651222222,-102.776388889,109.4
2477 FM 168  (169682),Dimmitt,CASTRO,34655,AT&T,TX,GTOWER,34.553916667,-102.107388889,60.7
1941 FM 298  (169818),NEEDMORE,BAILEY,34656,AT&T,TX,GTOWER,34.034166667,-102.705277778,142
1501 St. Hwy 82/380  (169691),PLAINS,YOAKUM,34657,AT&T,TX,GTOWER,33.189083333,-102.783,95.4
2972 State Hwy 214  (169692),Plains,COCHRAN,34658,AT&T,TX,GTOWER,33.404638889,-102.819861111,97.5
6675 Hwy 86 (169704),TULIA,SWISHER,34659,AT&T,TX,GTOWER,34.530888889,-101.885722222,78.6
4149 Nightingale Rd  (169706),ROPESVILLE,HOCKLEY,34660,AT&T,TX,GTOWER,33.415555556,-102.129083333,76.8
6552 E. St. Rd. 114 #A  (169716),Smyer,HOCKLEY,34661,AT&T,TX,GTOWER,33.581027778,-102.1545,56.7
7480 FM 146  (169738),TULIA,SWISHER,34662,AT&T,TX,GTOWER,34.645861111,-101.741944444,119.2
1046 CR 650  (169741),Wellman,TERRY,34663,AT&T,TX,GTOWER,33.021277778,-102.432166667,57.6
6950 CR F  (85648),HAPPY,SWISHER,34664,AT&T,TX,GTOWER,34.675138889,-101.8385,105.8
7450 CR BB  (85717),Kress,SWISHER,34665,AT&T,TX,GTOWER,34.353694444,-101.750055556,104.8
2222 CR 65  (86018),Plainview,HALE,34666,AT&T,TX,LTOWER,34.227222222,-101.703777778,94.5
205 E. NEW YORK AVE.  (85753),Hereford,DEAF SMITH,34667,AT&T,TX,LTOWER,34.814833333,-102.396027778,59.7
1146 HIGHWAY 83 WEST  (87795),SEAGRAVES,GAINES,34668,AT&T,TX,GTOWER,32.957333333,-102.751361111,123.7
304 Hwy 137  (87814),Welch,DAWSON,34669,AT&T,TX,GTOWER,32.923527778,-102.121972222,51.2
204 GRAHAM RD,HUNTSVILLE,WALKER,17602,Verizon,TX,TOWER,30.694638889,-95.528277778,148.1
